PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count,search_term,avg_cost
24507939,2014,T32AI055428,2003,2018,2014,2014T32AI055428,194702,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,97351.0
24389058,2014,T32AI055428,2003,2018,2014,2014T32AI055428,194702,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,97351.0
18978795,2008,T32AI055428,2003,2018,2008,2008T32AI055428,263878,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,87959.33333333333
18668213,2008,T32AI055428,2003,2018,2008,2008T32AI055428,263878,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,87959.33333333333
18512030,2008,T32AI055428,2003,2018,2008,2008T32AI055428,263878,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,87959.33333333333
17369193,2007,T32AI055428,2003,2018,2007,2007T32AI055428,278722,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,278722.0
17114463,2006,T32AI055428,2003,2018,2006,2006T32AI055428,284482,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,94827.33333333333
16919470,2006,T32AI055428,2003,2018,2006,2006T32AI055428,284482,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,94827.33333333333
16797504,2006,T32AI055428,2003,2018,2006,2006T32AI055428,284482,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,94827.33333333333
16260487,2005,T32AI055428,2003,2018,2005,2005T32AI055428,291398,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,291398.0
14962193,2004,T32AI055428,2003,2018,2004,2004T32AI055428,295290,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,295290.0
24762744,2014,U01AI058935,2003,2014,2014,2014U01AI058935,754300,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,754300.0
23925888,2013,U01AI058935,2003,2014,2013,2013U01AI058935,720539,U01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,720539.0
17306569,2007,U19AI056362,2003,2007,2007,2007U19AI056362,1,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,1.0
31092727,2019,U19AI056363,2003,2017,2017,2017U19AI056363,266199,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,266199.0
23064231,2012,U19AI056363,2003,2017,2012,2012U19AI056363,5472746,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2736373.0
22354001,2012,U19AI056363,2003,2017,2012,2012U19AI056363,5472746,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2736373.0
22038527,2011,U19AI056363,2003,2017,2011,2011U19AI056363,7133999,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2377999.6666666665
21700885,2011,U19AI056363,2003,2017,2011,2011U19AI056363,7133999,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2377999.6666666665
22019587,2011,U19AI056363,2003,2017,2011,2011U19AI056363,7133999,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2377999.6666666665
19494269,2009,U19AI056363,2003,2017,2009,2009U19AI056363,7521517,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,3760758.5
19880489,2009,U19AI056363,2003,2017,2009,2009U19AI056363,7521517,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,3760758.5
30814336,2019,U19AI057229,2003,2020,2019,2019U19AI057229,3162303,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,3162303.0
22960222,2012,U19AI057229,2003,2020,2012,2012U19AI057229,3079247,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,3079247.0
29456158,2018,U19AI057229,2003,2020,2018,2018U19AI057229,4710430,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,4710430.0
21760610,2011,U19AI057229,2003,2020,2011,2011U19AI057229,3213893,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,3213893.0
23064231,2012,U54AI057157,2003,2013,2012,2012U54AI057157,8341930,U54,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,4170965.0
22354001,2012,U54AI057157,2003,2013,2012,2012U54AI057157,8341930,U54,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,4170965.0
19494269,2009,U54AI057157,2003,2013,2009,2009U54AI057157,6377650,U54,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,3,B_CELLCAR_T,6377650.0
22019587,2011,U54AI057157,2003,2013,2011,2011U54AI057157,8199022,U54,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,8199022.0
16014960,2005,U54AI057157,2003,2013,2005,2005U54AI057157,13176536,U54,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,13176536.0
15508184,2004,Z01AI000885,2003,2007,2004,2004Z01AI000885,0,Z01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,0.0
18025170,2007,F31AI061838,2004,2005,2005,2005F31AI061838,48556,F31,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,48556.0
22202002,2012,P01AI061093,2004,2020,2012,2012P01AI061093,2105680,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,2105680.0
21690558,2011,P01AI061093,2004,2020,2011,2011P01AI061093,2232303,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,2232303.0
31563464,2019,P30AI060354,2004,2020,2019,2019P30AI060354,4807082,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2403541.0
31016720,2019,P30AI060354,2004,2020,2019,2019P30AI060354,4807082,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,2403541.0
17660502,2007,P30AI060354,2004,2020,2007,2007P30AI060354,3864990,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,3864990.0
24636730,2014,R01AI043521,2004,2013,2013,2013R01AI043521,335160,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,335160.0
18978795,2008,R01AI054488,2004,2008,2008,2008R01AI054488,386886,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,193443.0
18512030,2008,R01AI054488,2004,2008,2008,2008R01AI054488,386886,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,193443.0
17369193,2007,R01AI054488,2004,2008,2007,2007R01AI054488,600275,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,600275.0
16919470,2006,R01AI054488,2004,2008,2006,2006R01AI054488,433773,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,433773.0
14962189,2004,R01AI054488,2004,2008,2004,2004R01AI054488,474061,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,474061.0
16260487,2005,R01AI058066,2004,2008,2005,2005R01AI058066,407598,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,407598.0
19752184,2009,R01AI059714,2004,2013,2009,2009R01AI059714,500125,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,500125.0
15738053,2005,R01AI059714,2004,2013,2005,2005R01AI059714,482689,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,482689.0
19196865,2009,R01AI060919,2004,2008,2008,2008R01AI060919,380784,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,380784.0
17590174,2007,R21AI055554,2004,2004,2004,2004R21AI055554,400119,R21,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,400119.0
19494297,2009,R21AI057463,2004,2005,2005,2005R21AI057463,304670,R21,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,152335.0
16931037,2006,R21AI057463,2004,2005,2005,2005R21AI057463,304670,R21,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,152335.0
16116167,2005,R21AI057997,2004,2005,2005,2005R21AI057997,217943,R21,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,217943.0
29522243,2018,R24AI059830,2004,2020,2018,2018R24AI059830,373606,R24,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,373606.0
17982068,2007,R24AI059830,2004,2020,2007,2007R24AI059830,275178,R24,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,275178.0
23390375,2013,R24AI059830,2004,2020,2013,2013R24AI059830,268500,R24,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,268500.0
18322170,2008,R37AI026296,2004,2013,2008,2008R37AI026296,385666,R37,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,385666.0
14707116,2004,R37AI026296,2004,2013,2004,2004R37AI026296,472566,R37,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,472566.0
25505290,2015,R37AI026296,2004,2013,2013,2013R37AI026296,396977,R37,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,396977.0
24019553,2013,R37AI044257,2004,2013,2013,2013R37AI044257,457060,R37,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,457060.0
22966002,2012,R37AI044257,2004,2013,2012,2012R37AI044257,496172,R37,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,496172.0
24636730,2014,T32AI055434,2004,2020,2014,2014T32AI055434,263855,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,263855.0
26856698,2016,T32AI060519,2004,2020,2016,2016T32AI060519,221429,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,221429.0
30272013,2018,P30AI064518,2005,2020,2018,2018P30AI064518,1831319,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,1831319.0
25065977,2014,P30AI064518,2005,2020,2014,2014P30AI064518,1745604,P30,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,1745604.0
22120118,2011,R01AI028973,2005,2014,2011,2011R01AI028973,456056,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,456056.0
17590174,2007,R01AI055554,2005,2010,2007,2007R01AI055554,420889,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,420889.0
16960154,2007,R01AI057530,2005,2009,2007,2007R01AI057530,429192,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,429192.0
16960154,2007,R01AI057653,2005,2016,2007,2007R01AI057653,685768,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,685768.0
20956287,2010,R01AI059447,2005,2009,2009,2009R01AI059447,1031302,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,1031302.0
17825414,2008,R01AI062917,2005,2010,2008,2008R01AI062917,458743,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,458743.0
21173103,2011,R01AI062980,2005,2009,2009,2009R01AI062980,459999,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,459999.0
22120118,2011,R01AI063428,2005,2015,2011,2011R01AI063428,282473,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,282473.0
17067770,2007,R01AI064591,2005,2008,2007,2007R01AI064591,434933,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,434933.0
16307892,2006,R01AI065796,2005,2009,2006,2006R01AI065796,456123,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,456123.0
29453292,2018,R44AI055229,2005,2015,2015,2015R44AI055229,1059394,R44,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,1059394.0
19494297,2009,R56AI043534,2005,2005,2005,2005R56AI043534,458629,R56,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,458629.0
20370617,2010,T32AI060573,2005,2020,2010,2010T32AI060573,92107,T32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,92107.0
17182595,2007,F32AI065100,2006,2008,2007,2007F32AI065100,61073,F32,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,61073.0
24983319,2014,P01AI064343,2006,2010,2010,2010P01AI064343,1730777,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,865388.5
23676459,2013,P01AI064343,2006,2010,2010,2010P01AI064343,1730777,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,865388.5
22613797,2012,P01AI065687,2006,2016,2012,2012P01AI065687,1801282,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,1801282.0
22057631,2012,R01AI020038,2006,2010,2010,2010R01AI020038,411319,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,205659.5
21928281,2011,R01AI020038,2006,2010,2010,2010R01AI020038,411319,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,205659.5
19380785,2009,R01AI020038,2006,2010,2009,2009R01AI020038,422291,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,422291.0
19726767,2009,R01AI060729,2006,2010,2009,2009R01AI060729,426472,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,213236.0
19494297,2009,R01AI060729,2006,2010,2009,2009R01AI060729,426472,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,213236.0
19411637,2009,R01AI064639,2006,2014,2009,2009R01AI064639,429260,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,429260.0
20176957,2010,R01AI067632,2006,2010,2010,2010R01AI067632,606449,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,606449.0
24829335,2014,R15AI054461,2006,2013,2013,2013R15AI054461,424552,R15,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,424552.0
29453292,2018,R44AI058375,2006,2018,2018,2018R44AI058375,951398,R44,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,951398.0
22896626,2012,U19AI067854,2006,2011,2011,2011U19AI067854,52045493,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,26022746.5
23135721,2013,U19AI067854,2006,2011,2011,2011U19AI067854,52045493,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,26022746.5
17537847,2007,U19AI067854,2006,2011,2007,2007U19AI067854,56294869,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,56294869.0
25100741,2014,U19AI070352,2006,2011,2011,2011U19AI070352,850938,U19,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,850938.0
30793688,2019,P50AI074321,2007,2016,2016,2016P50AI074321,581265,P50,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,581265.0
22451666,2012,R01AI065773,2007,2011,2011,2011R01AI065773,421270,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,421270.0
20870938,2010,R01AI065773,2007,2011,2010,2010R01AI065773,438981,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,438981.0
21296124,2011,R01AI068390,2007,2015,2011,2011R01AI068390,398462,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,398462.0
31666307,2019,R01AI072435,2007,2020,2019,2019R01AI072435,436796,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,436796.0
19130486,2009,R01AI072435,2007,2020,2009,2009R01AI072435,444951,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,444951.0
29287996,2018,R01AI073148,2007,2020,2018,2018R01AI073148,555257,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,555257.0
24507939,2014,R01AI073939,2007,2011,2011,2011R01AI073939,422612,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,211306.0
23334904,2013,R01AI073939,2007,2011,2011,2011R01AI073939,422612,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,211306.0
18978795,2008,R01AI073939,2007,2011,2008,2008R01AI073939,450505,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,225252.5
18512030,2008,R01AI073939,2007,2011,2008,2008R01AI073939,450505,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,225252.5
23754128,2013,K08AI075031,2008,2012,2012,2012K08AI075031,153555,K08,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,153555.0
21928281,2011,P01AI078869,2008,2012,2011,2011P01AI078869,1935194,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLonly,1935194.0
23749435,2013,P01AI078897,2008,2012,2012,2012P01AI078897,2610103,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,1305051.5
24590059,2014,P01AI078897,2008,2012,2012,2012P01AI078897,2610103,P01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,2,B_CELLCAR_T,1305051.5
23826323,2013,R01AI069358,2008,2012,2012,2012R01AI069358,436813,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,436813.0
21928281,2011,R01AI072058,2008,2012,2011,2011R01AI072058,422590,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,422590.0
26187411,2015,R01AI073722,2008,2012,2012,2012R01AI073722,621463,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,621463.0
21622865,2011,R01AI073945,2008,2012,2011,2011R01AI073945,426693,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,426693.0
21909127,2012,R01AI074022,2008,2011,2011,2011R01AI074022,313153,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,313153.0
21690558,2011,R01AI074378,2008,2012,2011,2011R01AI074378,463618,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,463618.0
20421391,2010,R01AI074745,2008,2012,2010,2010R01AI074745,382426,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,382426.0
23776171,2013,R01AI075141,2008,2012,2012,2012R01AI075141,404411,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLonly,404411.0
26000908,2015,R01AI076357,2008,2012,2012,2012R01AI076357,334443,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,111481.0
24532578,2014,R01AI076357,2008,2012,2012,2012R01AI076357,334443,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,111481.0
24073253,2013,R01AI076357,2008,2012,2012,2012R01AI076357,334443,R01,AI,NIAID,National Institute of Allergy and Infectious Diseases Extramural Activities,National Institute of Allergy and Infectious Diseases Extramural Activities,1,B_CELLCAR_T,111481.0
